Date,HomeTeam,AwayTeam,HomeSetsWon,AwaySetsWon,MatchDetailURL,Set1_HomeScore,Set2_HomeScore,Set3_HomeScore,Set4_HomeScore,Set5_HomeScore,Set1_AwayScore,Set2_AwayScore,Set3_AwayScore,Set4_AwayScore,Set5_AwayScore,HomeTotalPoints,AwayTotalPoints,Winner,Loser
"10 July 2025, Thursday",THA,USA,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227560/,26,25,25,15.0,,28,21,27,25.0,,91,101,USA,THA
"9 July 2025, Wednesday",DOM,CHN,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227559/,22,25,25,22.0,13.0,25,17,22,25.0,15.0,107,104,CHN,DOM
"9 July 2025, Wednesday",NED,TUR,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227558/,19,16,21,,,25,25,25,,,56,75,TUR,NED
"9 July 2025, Wednesday",GER,CAN,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227557/,24,25,23,25.0,15.0,26,20,25,23.0,13.0,112,107,GER,CAN
"9 July 2025, Wednesday",ITA,BEL,3,0,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227556/,25,25,25,,,19,15,18,,,75,52,ITA,BEL
"9 July 2025, Wednesday",CZE,SRB,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227555/,25,22,26,18.0,,22,25,28,25.0,,91,100,SRB,CZE
"9 July 2025, Wednesday",FRA,JPN,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227563/,23,16,19,,,25,25,25,,,58,75,JPN,FRA
"9 July 2025, Wednesday",KOR,POL,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227562/,25,19,14,26.0,,18,25,25,28.0,,84,96,POL,KOR
"9 July 2025, Wednesday",BUL,BRA,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227561/,21,29,10,19.0,,25,27,25,25.0,,79,102,BRA,BUL
"22 June 2025, Sunday",SRB,POL,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227554/,25,22,22,23.0,,22,25,25,25.0,,92,97,POL,SRB
"22 June 2025, Sunday",TUR,BRA,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227553/,18,25,23,15.0,,25,23,25,25.0,,81,98,BRA,TUR
"22 June 2025, Sunday",FRA,USA,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227552/,22,24,25,25.0,13.0,25,26,20,21.0,15.0,109,107,USA,FRA
"22 June 2025, Sunday",KOR,DOM,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227551/,25,17,25,20.0,14.0,19,25,19,25.0,16.0,101,104,DOM,KOR
"22 June 2025, Sunday",CHN,ITA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227550/,21,30,11,,,25,32,25,,,62,82,ITA,CHN
"22 June 2025, Sunday",GER,NED,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227549/,23,25,21,25.0,10.0,25,19,25,23.0,15.0,104,107,NED,GER
"22 June 2025, Sunday",BEL,CAN,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227548/,22,25,21,25.0,18.0,25,13,25,22.0,16.0,111,101,BEL,CAN
"22 June 2025, Sunday",CZE,JPN,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227547/,22,17,20,,,25,25,25,,,59,75,JPN,CZE
"22 June 2025, Sunday",BUL,THA,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227546/,26,25,21,22.0,15.0,24,13,25,25.0,9.0,109,96,BUL,THA
"21 June 2025, Saturday",FRA,SRB,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227545/,21,25,16,25.0,15.0,25,16,25,15.0,13.0,102,94,FRA,SRB
"21 June 2025, Saturday",KOR,TUR,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227544/,11,13,17,,,25,25,25,,,41,75,TUR,KOR
"21 June 2025, Saturday",NED,USA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227543/,18,22,19,,,25,25,25,,,59,75,USA,NED
"21 June 2025, Saturday",DOM,BRA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227542/,23,18,20,,,25,25,25,,,61,75,BRA,DOM
"21 June 2025, Saturday",JPN,CHN,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227541/,15,12,25,22.0,,25,25,18,25.0,,74,93,CHN,JPN
"21 June 2025, Saturday",CZE,THA,3,0,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227540/,25,25,32,,,18,16,30,,,82,64,CZE,THA
"20 June 2025, Friday",GER,POL,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227539/,16,16,20,,,25,25,25,,,52,75,POL,GER
"20 June 2025, Friday",CAN,BRA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227538/,20,23,23,,,25,25,25,,,66,75,BRA,CAN
"20 June 2025, Friday",FRA,NED,3,0,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227537/,25,25,25,,,21,19,20,,,75,60,FRA,NED
"20 June 2025, Friday",KOR,BEL,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227536/,16,25,29,12.0,,25,20,31,25.0,,82,101,BEL,KOR
"20 June 2025, Friday",JPN,ITA,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227535/,23,25,15,25.0,17.0,25,16,25,20.0,19.0,105,105,ITA,JPN
"20 June 2025, Friday",BUL,CZE,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227534/,19,22,11,,,25,25,25,,,52,75,CZE,BUL
"19 June 2025, Thursday",GER,SRB,3,1,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227533/,25,23,25,25.0,,20,25,17,23.0,,98,85,GER,SRB
"19 June 2025, Thursday",CAN,TUR,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227532/,16,18,24,,,25,25,26,,,58,76,TUR,CAN
"19 June 2025, Thursday",USA,POL,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227531/,25,20,17,18.0,,20,25,25,25.0,,80,95,POL,USA
"19 June 2025, Thursday",BEL,DOM,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227530/,14,18,25,,,25,25,27,,,57,77,DOM,BEL
"19 June 2025, Thursday",BUL,CHN,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227529/,21,25,15,26.0,14.0,25,22,25,24.0,16.0,101,112,CHN,BUL
"19 June 2025, Thursday",THA,ITA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227528/,19,20,18,,,25,25,25,,,57,75,ITA,THA
"18 June 2025, Wednesday",SRB,USA,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227527/,22,20,25,25.0,11.0,25,25,22,22.0,15.0,103,109,USA,SRB
"18 June 2025, Wednesday",DOM,TUR,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227526/,25,19,26,,,27,25,28,,,70,80,TUR,DOM
"18 June 2025, Wednesday",NED,POL,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227525/,25,23,25,12.0,10.0,17,25,17,25.0,15.0,95,99,POL,NED
"18 June 2025, Wednesday",BEL,BRA,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227524/,22,26,16,15.0,,25,24,25,25.0,,79,99,BRA,BEL
"18 June 2025, Wednesday",CZE,CHN,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227523/,27,25,15,22.0,,29,23,25,25.0,,89,102,CHN,CZE
"18 June 2025, Wednesday",FRA,GER,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227522/,23,25,27,28.0,11.0,25,17,25,30.0,15.0,114,112,GER,FRA
"18 June 2025, Wednesday",KOR,CAN,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227521/,27,25,15,20.0,15.0,25,18,25,25.0,13.0,102,106,KOR,CAN
"18 June 2025, Wednesday",THA,JPN,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227520/,25,25,20,15.0,11.0,18,23,25,25.0,15.0,96,106,JPN,THA
"18 June 2025, Wednesday",BUL,ITA,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227519/,17,25,15,15.0,,25,23,25,25.0,,72,98,ITA,BUL
"9 June 2025, Monday",CAN,SRB,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227518/,20,18,25,25.0,15.0,25,25,20,18.0,12.0,103,100,CAN,SRB
"8 June 2025, Sunday",KOR,USA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227517/,13,26,17,,,25,28,25,,,56,78,USA,KOR
"8 June 2025, Sunday",BUL,NED,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227516/,21,16,23,,,25,25,25,,,60,75,NED,BUL
"8 June 2025, Sunday",CZE,GER,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227515/,22,18,25,23.0,,25,25,22,25.0,,88,97,GER,CZE
"8 June 2025, Sunday",DOM,JPN,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227514/,19,21,9,,,25,25,25,,,49,75,JPN,DOM
"8 June 2025, Sunday",BRA,ITA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227513/,22,18,27,,,25,25,29,,,67,79,ITA,BRA
"8 June 2025, Sunday",CHN,TUR,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227512/,25,20,31,26.0,12.0,19,25,29,28.0,15.0,114,116,TUR,CHN
"8 June 2025, Sunday",FRA,THA,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227511/,14,25,23,13.0,,25,19,25,25.0,,75,94,THA,FRA
"8 June 2025, Sunday",BEL,POL,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227510/,11,15,25,,,25,25,27,,,51,77,POL,BEL
"8 June 2025, Sunday",BUL,SRB,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227509/,12,25,25,10.0,17.0,25,19,16,25.0,15.0,89,100,BUL,SRB
"7 June 2025, Saturday",CAN,JPN,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227508/,24,20,19,,,26,25,25,,,63,76,JPN,CAN
"7 June 2025, Saturday",KOR,CZE,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227507/,25,17,25,9.0,9.0,17,25,21,25.0,15.0,85,103,CZE,KOR
"7 June 2025, Saturday",GER,BRA,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227506/,23,25,25,20.0,8.0,25,21,23,25.0,15.0,101,109,BRA,GER
"7 June 2025, Saturday",CHN,FRA,3,0,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227505/,25,25,25,,,17,18,11,,,75,46,CHN,FRA
"7 June 2025, Saturday",TUR,POL,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227504/,25,18,25,22.0,15.0,21,25,23,25.0,7.0,105,101,TUR,POL
"7 June 2025, Saturday",CZE,USA,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227503/,23,20,25,25.0,27.0,25,25,17,20.0,25.0,120,112,CZE,USA
"7 June 2025, Saturday",SRB,JPN,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227502/,19,21,13,,,25,25,25,,,53,75,JPN,SRB
"6 June 2025, Friday",KOR,ITA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227501/,13,13,17,,,25,25,25,,,43,75,ITA,KOR
"6 June 2025, Friday",DOM,NED,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227500/,22,25,28,22.0,15.0,25,19,26,25.0,13.0,112,108,DOM,NED
"6 June 2025, Friday",TUR,THA,3,0,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227499/,25,25,25,,,23,14,22,,,75,59,TUR,THA
"6 June 2025, Friday",FRA,BEL,3,1,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227498/,25,13,25,25.0,,22,25,13,19.0,,88,79,FRA,BEL
"6 June 2025, Friday",USA,BRA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227497/,18,17,19,,,25,25,25,,,54,75,BRA,USA
"6 June 2025, Friday",CAN,NED,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227496/,18,25,15,23.0,,25,22,25,25.0,,81,97,NED,CAN
"5 June 2025, Thursday",GER,ITA,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227495/,25,10,25,13.0,9.0,22,25,20,25.0,15.0,82,107,ITA,GER
"5 June 2025, Thursday",BUL,DOM,3,1,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227494/,25,30,25,31.0,,21,32,19,29.0,,111,101,BUL,DOM
"5 June 2025, Thursday",CHN,POL,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227493/,22,25,19,21.0,,25,20,25,25.0,,87,95,POL,CHN
"5 June 2025, Thursday",BEL,THA,3,1,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227492/,25,25,24,25.0,,22,23,26,22.0,,99,93,BEL,THA
"5 June 2025, Thursday",KOR,GER,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227491/,17,15,21,,,25,25,25,,,53,75,GER,KOR
"5 June 2025, Thursday",BUL,CAN,2,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227490/,18,12,25,25.0,4.0,25,25,23,19.0,15.0,84,107,CAN,BUL
"4 June 2025, Wednesday",CZE,BRA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227489/,21,20,17,,,25,25,25,,,58,75,BRA,CZE
"4 June 2025, Wednesday",DOM,SRB,3,2,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227488/,26,19,25,25.0,18.0,28,25,15,20.0,16.0,113,104,DOM,SRB
"4 June 2025, Wednesday",USA,ITA,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227487/,13,13,28,,,25,25,30,,,54,80,ITA,USA
"4 June 2025, Wednesday",NED,JPN,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227486/,17,15,16,,,25,25,25,,,48,75,JPN,NED
"4 June 2025, Wednesday",CHN,BEL,3,0,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227485/,25,27,25,,,18,25,13,,,77,56,CHN,BEL
"4 June 2025, Wednesday",THA,POL,0,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227484/,22,24,22,,,25,26,25,,,68,76,POL,THA
"4 June 2025, Wednesday",FRA,TUR,1,3,https://vnlw.volleystation.com/en/phase-3451-vnl-2025-women/matches/2227483/,17,25,13,14.0,,25,23,25,25.0,,69,98,TUR,FRA
